qid,query,modified_query
test-politics-epvhbfsmsaop-pro01a,personality politics is harmful to the democratic process celebrity involvement in the political process may increase the extent to which politicians need to court media attention in order to promote their policies many people get their political information from soft news outlets 1 i e entertainment channels and magazines that often focus on celebrity gossip shows such as oprah winfrey get millions of viewers many of whom don t get news through other mediums and although soft news is the preferred format for a minority 10 2 for a great many more it is in their top three 2 the involvement of celebrities in the political sphere increases the power of soft news over the political process due to the wide reach of soft news it is not possible to counter its effects using narrow reach opinion pieces and policy analysis rather politicians are forced either to package their ideas in a way acceptable to these magazines and talk shows i e reduce the analysis dumb down for example obama in 2009 became the first sitting president to appear on a late night comedy show tonight show with jay leno 3 or to counter attack by seeking celebrity endorsement of their own this makes political debate increasingly shallow and voters decisions correspondingly less well informed the harmful impacts upon our democratic process are two fold first voters being less informed means they are less likely to truly be voting in a way that is aligned with their best interests or political beliefs second the debate is skewed towards ideas that can be conveyed in short sound bites and away from ideas that require more complicated discussion 1 drezner daniel w foreign policy goes glam the national interest nov dec 2007 2 prior markus any good news in soft news the impact of soft news preferences on political knowledge political communication vol 20 2003 pp 149 171 p 151 3 baum matthew a and jamison angela soft news and the four oprah effects november 2011,personalty politics is armful to the democratic process celebrity involvement in the political process may increse th extent to which pticians ned t court media attentio in order to promote their poliies many people get their political informaion from soft news outes 1 i e entertainment channel and maaznes that often focus on celebrity gossip shws such a opra winfrey get millions of viewers man of whom don t get ns through oter mediums and although ft news is the preferred format fr a minority 10 2 for a great many more it is in their top three 2 the involvement f celebrties i the political sphee icreases the power of oft news over the political process due to th wide reach of soft news t s not possible to couter its effcts sing narrow reach opinion piecs and policy analysis rather politicians are frced either to package their ideas in a way accepable to these magzines and talk shows i e reduce the nalysis dumb down for example obama in 2009 became te firt sitting president to appear on a le night comedy show tonight show with jay leno 3 o o counter attack by seeking celebriy endorsement of their own ths makes pltical debate increasingy shallow and voters dcisions correpondingl less well informed the harmful impacts upon ou emocratic process are two fold irt voters being less informed means they ae less likly to truly be voting in a way tat is aligned with thei est interests or olitical beliefs second he debate is skewed owards ideas that can be conveyed in short sound bits and away from ideas hat require more complicaed discussion 1 drezner daniel w forein policy goes glam the nional intees nov dec 2007 2 prior marus any god news in soft news the impact of oft news preferences on politial knowledge poitical communcation vol 20 2003 p 19 171 p 151 3 baum matthew a and jamison angela soft news ad the four oprah effects november 2011
test-politics-epvhbfsmsaop-pro03a,people will have less information about politicians manifestos and ideas celebrity endorsement distracts those who normally provide information to voters newspapers blogs and other online media all have limited space and because celebrities sell will use that space showing who is supporting whom rather than covering debate about a politician s policies and ideas though the presence of celebrities may actually give the masses more avenue to relate to electoral processes the fact still stands that in status quo people are more interested in the activities of their favorite celebrities which will thus blot out the candidates themselves when voters see celebrity endorsements they are no longer thinking about how these future politicians can make an impact on their lives in some cases the celebrity may help show the platform of policies the candidate is standing on but most of the time they are simply taking airtime from more in depth analysis what is worse when wooing celebrities becomes important for politicians the politicians themselves have less time to formulate and articulate their policies this is detrimental to the democratic process people having less information than they would otherwise impairs their ability to make an informed choice about how they would like to vote a prohibition on celebrity interference in political debate would remove this obscuring effect all of the above adds to the depoliticisation of politics if the celebrity endorsement continues to thrive younger generations will disengage with the important political issues at hand instead of learning about the fundamental issues surrounding their country they will be exposed to party tactics that are of no use to their political development,people will have less information about oliticias manifestos and ideas celebrity endorsement distrats those who normally provide information to voters nesppers bogs nd other online mda all have limited space and because celebrities sell will use that space showing who is spporting whom rather than covering debate aou a politician s policies and ideas though the presence of celebrities may actually give the masses moe aveue to relate o electoral proceses the fact still tands tht in status quo peope are more interested in the activities of their favorite celbrities which will thus blot ut the candidate themselves wen voters see celebrit ndorseents they ae no longer thinking bot how these future politicians can mke an impact on their lives in som cases the celebrity my help show the pltfor of polcies he candidate is standin on but most of te time they are simpy taking irim fm more in depth analysis what s worse when woing celebritis becomes important for pliticians the politicians themseles have less time o formulat and artcuate thir policies this is detrimental to the democratic pocess people aving les information than they would otherwse impairs their abiliy to ake an inormed choice about how they would like to vote a prohibition o celebrity intrference in political debate would remove this obscuring effect al of the above ads to the depolitiisatin of poltics if the celebrity endorement contnues to thrive younger generations will disengage with the important political issues at had instead of learning about the funamental issues surrounding ther counry they will be exposed to party tctics that are of no use to their politcal development
test-politics-epvhbfsmsaop-con02a,celebrity involvement counters financial power to the benefit of the disenfranchised parties advocating policies that benefit the most financially powerful big business etc are able to make large revenues from donations from wealthy business personalities involved in those industries film and music stars tend towards the liberal or left wing of politics 1 consequently in being prevented from exerting non financial power through endorsement the different political parties are not equally affected rather you disproportionately punish the liberal parties this is significant given the necessity of a counter balance to the power of big business through donations for example in the usa 90 of donations from mining and the automotive industry goes to the republicans 2 over our political system which is not being similarly banned 1 meyer d gamson j the challenge of cultural elites celebrities and social movements sociological inquiry vol 65 no 2 1995 pp 181 206 2 duffy robert j business elections and the environment in michael e kraft and sheldon kamieniecki business and environmental policy 2007 pp 61 90 p 74,celebrity invovment counters financial power to the benefit of te disenfranchised parties advocatng policies that benefit the most financially powerful bg business etc are able to make large revenues from donations from wealthy business personalities involved in those industris film and music stars tend towards the liberal r left wing of olitics 1 consequently in bing preventd from exerting non finanal power through endorement the ifferent political parties are not eqally affected rather you disproportionately punsh the liberal parties this is significant givn he necessity of a counter balance to the power of big businss thrugh donations for example in the usa 90 of donations rom mining and the automotive industry gos to te republicans 2 over our political system which is not being similarly banned 1 meyer d gamson j the hallege of ultural elite celebrties and soial movements sciological inquiry vol 65 no 2 1995 pp 181 20 2 duffy robrt j busness electios and the environent in mihael e kraft and sheldon kamieniecki business and environmental policy 2007 pp 61 90 p 74
test-politics-epvhbfsmsaop-con03a,celebrity involvement can highlight minority interests there exists a problem with regards to advocacy for minority issues within mainstream political movements this motion would exacerbate that problem voters tend to base their decisions on key issues things like education the state of the economy healthcare policy etc whilst they may care about more marginal issues e g gay rights religious freedoms environmental issues they are often unwilling to sacrifice something they think has a greater impact on them for something that has a lesser impact minority issues suffer particularly here by their very nature there are fewer people who feel directly affected than there are people who feel indirectly affected or indifferent consequently there are never a great enough proportion of votes that could be gained by a political party concentrating on these particular issues in a way which might be detrimental see for example the public reaction in the uk to cameron s position on gay marriage whilst most people feel that gay marriage should be allowed 1 cameron has not received a political boost as a result of this decision but rather has faced hostility from those who believe it is a distraction 2 where they would rather he focused on issues like the economic crisis 1 same sex marriage in the united kingdom wikipedia accessed 10 september 2012 2 telegraph editor gay marriage a pointless distraction the telegraph 26 july 2012,celbrity invovement can highlight inority inteest here exists a problm wih regards to advocacy fr minriy issues within mainstream political ovements this motion would exaceat that problm voters tend to base their decisions on key issues thngs like education the stte of the econoy healthcare policy etc whilt they may care about more maginal issues e g gay rights religious freedoms environmental isses they are often unwilling to sacriice someting they think hs a greater impact on them for somthing that has a esser impact minority issues suffer particulaly here y heir very nature there re fewer people who feel directl affcted tha there are people who fel indirectly affected or indifferent consquenly their are never a gret enough proportion of votes that could be gined by a political party concentrating on these particular issues i a way which might be detrimental ee for example the pulic eaction in the uk to cameron s position on gay marriage whilst most people feel that gay marriage should be allowed 1 cameron has not rceived a plitical boost as a result of this decision ut rather has faced hostility from those who believe it is a distractin 2 where they would rather he focused on issues like the economi crisis 1 same sex marriage in te united kingdom wikipedia ccessed 10 september 201 2 telegraph ditor ay marriae a pintless distraction the telegraph 26 july 202
test-politics-epvhbfsmsaop-con01a,celebrity involvement can act as a gateway to get more people engaged in politics celebrity endorsement of a candidate does more than make people vote drone like for the candidate endorsed by their favourite celebrity rather it encourages people who might not otherwise have thought politics was interesting to pay attention to it especially in an age of easily accessible information people can easily access sufficient information about political personalities and policies to cast a meaningful vote as a consequence you have more potential voters from a wider cross section of society note the key role played by personalities like will i am in engaging young people during the obama campaign rock the vote with a large amount of celebrity support registered 2 6million voters in 2008 and it and other celebrity campaigns had been prominent in 2004 as well which was probably a key factor in 2million more 18 29 year olds voting in 2008 compared to 2004 or 6 5million over 2000 1 some of the people thus enthused may go on further with their interest in the political system some may simply start listening to news shows or reading blogs that they would otherwise have shunned either way celebrity involvement has a beneficial impact on our political system that it would be foolish to discard the larger and more diverse the voter base the more politicians are held to account and the more likely we are to reach the best political outcomes 1 brubaker jennifer it doesn t affect my vote third person effects of celebrity endorsements on college voters in the 2004 and 2008 presidential elections american communication journal vol 13 issue 2 summer 2011 p 8,celebrity involvement can act as a gateway to get mre peple engaged in politics celebrity enorsement of a candidat does more than mae people ve drone like for the andidate endosed by their favourite celebrity rather it encourages people who might not otherwise have thought politics was intersting to pay attention to it esecally in n age of easily acessibe infomation people an eaily access suficient information about pliticl personalities and policies o cast a meaningfl vte as a conseuence you ave more potential voters from a wider cross secin of society note the key role layed by psonalities like will i am i engaging young people dring the bama campaign rock the vote with a large amount o celebrity support registered 2 6million voers in 2008 nd it and other celebrity capaigns ad been prominent in 2004 as well which was probably a key factor in 2million more 18 29 year olds voting in 2008 compared to 2004 or 6 5milion over 2000 1 sme of the peopl thus enthuse may go on further with their interest in the political system some may simpl start istening to nws shows or reding blos that they wuld otherwise have shunned either way celebrity involvement has a beneficial impact on ur political stem that it wuld be foolish to discard th larger and more diverse the voter base the more politicins re held to acount and the more likely we are to reach the best poliical outomes 1 brubaker jennifer it doesn t affect my vote third prson effects o celerity endorsemens on college votrs in the 2004 and 2008 presidential elecions american comunication journal vol 13 isue 2 summer 2011 p 8
test-politics-cpegiepgh-pro02a,britain may not like losing the queen s head on banknotes but london will be at a huge economic disadvantage if britain stays out london will further lose its position as europe s financial centre and the financial influence this brings with it britain s staying out of the euro has already depleted london s status as the european financial centre as explained by anthony browne in the euro should britain join the european central bank the second most powerful in the world had a natural home in london but ended up in frankfurt because of our indecision over the euro 1 germany used this to her advantage for it reinvigorated germany s bid to ensure that frankfurt becomes europe s financial centre with a massive office building programme to rival london s docklands 1germany seizing london s sphere of influence will only increase if britain stays out of the euro moreover if britain s indecision over the euro continues it would lead to a serious rethink by foreign owners of many of the city s financial institutions about where their core activities should be located 1 if britain does not join the euro her economic activity both at home and between fellow member states will be badly affected 1browne a 2001 the euro should britain join page 92,britai may not lie losing th queen s head on banknotes bu london will e at a hue economic diadvantag if britain stays out london will further lose its poston as europe s financial centre and te finncia inluence this brings with it britain s staying out of the eur has already depleted ondon s status as te europan financial centre as explained b anthon brwne in the euro should bitain join he europan central bank the second mot powerful in th world had a natural home in lndon bt ended up in frankfurt because of our indecision over the ero 1 germany used thi to her advantage for it reinvigorated germany s bid to ensre that frankfurt becomes eroe s financial centre with a massive ffice buildin programme to rival london s docklands 1german seizing london s sphere of influence will nly increase if britain stays out of the euro moreover if britain s indecision over the euro continues it would lead to a serious rethink by foreign owners of many of the city s inancial insiutions about where thier core activities should e located 1 if britain does not join the euro her economic ativity both at home ad between fellow member states will be badly affeced 1browne a 001 the ero should britain join page 92
test-politics-cpegiepgh-pro01a,britain will lose economically if she stays out of the euro over the long term joining the european single currency the euro may appear unfavourable to britain but the negative effect of not joining would be more unfavourable as explained by anthony browne in the euro should britain join euroland businesses are now able to raise money for investment across the entire single currency zone making it easier and cheaper british companies on the other hand are still largely constrained to drumming up money from within britain if they want to expand 1eurozone businesses find it easy to raise money for they are spared currency conversion charges the carmaker nissan has previously told the british government that eliminating exchange rate risk by siting production in the same currency zone as its sales market will be its preferred option 2 1browne a the euro should britain join page 89 2morgan o nissan tells blair join euro 27 may 2011 the guardian,britain will loe economiclly if she stys out of the euro ove the long term joining the european single curency the euro may appea unfavourable to britain but the negative effect f not joining wold be more unfavourabe as explained by anthon browne in the euro should britain join euroland businesses are now able t raise money for invetmen acros the entire singe currency zone maing it easier and cheaper british companies on the other and are still largely constraind to drummng up moey from ithin britain if they want to expand 1urozon busiesses find it easy to raise mone for they are spared curreny conversion charges the carmaker nissan has previously told the briis government tht eliminating echange ate risk by siting production in the same curency zone as ts sales market will b its prefrred optio 2 browne a the euro shoud briain join page 89 2morgan o issan tells blair join euro 7 may 201 the gurian
test-politics-cpegiepgh-pro03a,amid all the euroscepticism sic and xenophobic scaremongering so typical of the british tabloids britain forgets the advantage of cheaper goods would come with her entry into the european single currency there will be initial conversion costs and inflation but this will be short lived if britain accepts the euro there will be far more powerful forces price transparency and economies of scale in a massive single market that will continuously push the price of british goods down to european levels resulting in massive savings 1 the end of cheaper goods justifies the means of attaining them 1browne a 2001 the euro should britain join page 91,amid all the euroscepticism sc and xenophobi scaremongering so typical of the british tabloids briain forgets the advanta of cheper goods would come ith her enty into the uropean single currency there will b initial conversion costs and inflaton but this wll be short lived if britan accepts the euro there will be fr more powerful forces price transparency an economies of cale in a masive sngle market that will continuously push th price of british oods dwn t european levels resulting in masse angs 1 the end of cheaper goods justfies the means of attaining them 1browne a 2001 the euro should britain join pag 91
test-politics-cpegiepgh-pro04a,joining the euro would reduce the cost of travel in europe before the arrival of the single currency holiday makers would spend much money on preparing for the trip before they had even bought a single souvenir or postcard travellers touring this fragmented continent could spend large amounts of their money simply changing it from one currency to another 1 the loss incurred by currency conversion would be eliminated and accommodation abroad will also be cheaper and easier to book joining the euro will also make it cheaper to send money around europe sending money to book a holiday cottage in another country with another currency can cost 40 within euroland it would cost less than one euro much less than one pound 2 1browne a 2001 the euro should britain join page 102 2browne a 2001 the euro should britain join page 103,joining the ero would reduce the cost of travel in urope beore the arrival of he single currency holiday makers would spnd much money on preparing for the tip before they had even bought a single souvnir r potcard travellers ourin this fragmented continent could spend large amounts of their money simply changing it from one currency to another 1 te loss incurred by currency conversio would be eliminated and accomodtion broad will also be cheaper and easier to book joining th euro wil also make it heaper to send moey around europ sending money to book a holiday cottage in another country with anoer currency can st 40 within euroland it would cst less than one euro much less than one pound 2 1browne a 201 the uro should britain join page 12 2browne a 200 he euro should briain jon page 103
test-politics-cpegiepgh-con02a,in joining the single currency britain would have to surrender her sovereignty and allow brussels where the eu is based to dictate her financial affairs if she accepted the euro as her currency britain would have to hand the control she has over her economy over to brussels eu committees would dictate how she may spend and tax it is too dangerous for any country to have her economic affairs dictated by another country this is an issue even europhiles those who support the eu are sceptical about joining the euro would involve a major surrendering of our sovereignty severely hindering our ability to run the economy as we see fit we would lose control over interest rates and the ability to manage the economy through taxing and spending instead it would be run by european committees even british politician kenneth clarke nicknamed europe s biggest friend and one of the leading campaigners for the euro admits that britain s ability to tax is central to its democracy 1 1browne a 2001 the euro should britain join page 70,i joining the single currency britain would have to srrender hr sovereignty and allow brussls where the u is based o dictate her finncial affairs if she accepted the euro as her currency britain would have to hand the control she has over her economy over to brusels eu committes would dictate how she my spend and tax it is too dangerous for any country to have her economic affairs dictated y anothe counry this is an ssue even europhles those who support the eu are sceptical abou joining the euro would involve a major surrendering of our sovereignty severely hindering our ability to run the economy as e see fit we would lose control over interest rates and the ability to manae he ecnomy throgh taxing and spending instad it would be run y european committee even british politiian kenneh clarke nicknamd europe s biggest friend and one of the leading ampaigners for the ero admits that britain s ability o tax is central to its democracy 1 1browne a 201 the euro should britain join page 70
test-politics-cpegiepgh-con03a,losing the queen s head on banknotes is not a minor issue it symbolises britain losing her identity and control over her own economy this must not be dismissed as petty nostalgia desire for outdated british tradition and fear of change the fact that britain does not want to lose the national symbol of her queen on the banknotes is surely a sign that the british want to hold on to their own identity and keep control of their own economy as explained by alan clark the european commission press office chose that moment to release facsimiles of the new euro banknotes in their various denominations the unfamiliar but so obviously foreign appearance made many people uneasy polls showed that the electorate for most of the time indifferent to european squabbling whose technicalities they could not be bothered to master disliked the removal of their sovereign s head from the currency of the realm the sceptics took fresh heart and the likelihood of the dispute fading became still more remote 1 this highlights the depth and strength of anti euro sentiment in the british psyche it is surely unfair for both britain and those fellow eu member states that are under the euro to enter the single currency while not entirely convinced by it 1alan clarke the tories conservatives and the nation state 1922 1997 page 435 6,losing the ueen s head on banknotes is not a minor issue it symboliss britain losing hr identity and conrol over her own economy ths must not be dismissed as petty ostalgia desire for outdated briish tadition and fear of change the fact that britain does not want to los te national symbol of her quen on the banknotes is surely a sign that the britsh want to hold on to ther own identity and kep control of their own ecoom as explained by alan clark the european commission press office chose that moment to release facsimiles o the ne euro bnknote in thier various denominations the unfamiliar but so obiously foreign appearance made many people uneasy plls shwed tat the electorate for most of the tim indiferent to eropean squabbling whos technicalities they culd not be bothered to master dislikd the removal of their sovereign s head from the currency of the ealm the sceptics took fresh heart and the likelihood of the dispute ading became still more remote 1 this hihlights he depth and strength o anti euro sentiment in th british psyche it is surey unfair for both britain and hose felow eu member states that are under the euro to enter the sinle curency while not entirely convnced by it 1alan clarke the tories conservatives and th natio sate 1922 197 pae 435 6
test-politics-cpegiepgh-con01a,for britain to join the single currency is simply unthinkable jobs will be lost the eu creates economic conditions that threaten jobs as explained by anthony browne in the euro should britain join joining the euro would damage the british economy with one size fits all interest rates and so destroy jobs 1 this is not merely a product of anti eu propaganda created by the british tabloid press the evidence speaks for itself in 2000 euro was launched 1st january 1999 unemployment in euroland averaged about 10 per cent compared to under 6 per cent in the uk britain must also learn from the mistakes of history past experience has already shown us that locking ourselves into inappropriate interest rates destroys jobs after we joined the exchange rate mechanism 100 000 businesses went bankrupt and unemployment doubled before we were finally forced out in 1992 repetition of this is to be avoided at all costs and by britain staying out of the euro 1browne a 2001 the euro should britain join,for brita to jon the single currency is simply unthinkable jobs wil be lost the eu cretes economic conditons tat threaten jobs as explained by anthony browne in the euro should britain join joining the euro woul damg e british econom with one size fits all interest rate ad so destroy jobs 1 thi is not merely a product of anti eu propaganda created by the british tbloid press the evdence seak for itself in 2000 euro was launched 1st january 1999 unemployment in euroland averaged about 10 per cent cmpared to under 6 per cet in th uk britain mut also learn from the mistakes of history past experience has already sown us that locking ourselves into inapproriate interest rates destroys jobs after we jined the exchange rate mechanism 100 000 businesses went bankrupt and unemployment doubled before w were finally forced out in 1992 epetton of this is to be avoided at all costs and by britain tayin out of the ero 1browne a 001 the uro hould britan join
test-politics-cpecfiepg-pro02a,defaulting would be the quickest route to economic recovery under the status quo the greek economy is only headed in one direction deeper recession there are no signs of the situation changing any time soon were the greek government to default on its debts after a period of recession conditions would quickly be favourable for economic growth once more this is what was observed when argentina and other nations 1 recently defaulted and can be explained by many factors firstly defaulting and exiting the eurozone would allow greece to conduct monetary policy more freely they would be able to quickly devalue their currency in order to make greek goods and services more competitive on the international market this would increase exports and attract investment as well as tourists looking for cheaper holidays all of which would contribute towards the rebuilding of the greek economy 2 moreover were greece to default it would put an end to the huge degree of unpredictability and uncertainty about the greek economy at the moment nobody knows if the banks are safe if the government will default etc the constant chopping and changing of current austerity measures such as increases in varieties of corporate tax and changes in regulations also contribute to the huge degree of uncertainty in the greek economy uncertainty breeds risk and risk breeds fear a recipe that drives away foreign investors and makes it difficult for local businesses to start up were greece to default however such elements of uncertainty would be seriously diminished and conditions would be ripe for investment from abroad and locally greek would be able to start afresh 1 pettifor ann greece the upside of default 23 may 2012 bbc news 2 lapavitsas costas eurozone crisis what if greece leaves the single currency 14 may 2012 the guardian,defaulting would be the quickest route to econmic recovery under the status quo the greek economy is only headed in oe direction deeper recesson there are no sins of the situation changng any time soon were the greek government to default on its debts aftr a period of recession conitions would quikly e favourable for ecoomic gowth once moe this i what was observed wen arentna and other nations 1 recentl defaulted and an be exlained by many factor firstly defaulting and exiting the eurozone would allow greece to conduc montary policy more freely they would be able to quickly devaue their currency in order to make greek goods and services more competitive on the internatinal mark this wuld incrase eports and atract investent as well as tourists looking for cheaper holidays all of which would contribute toards the rbuilding of the greek economy 2 moreover were greece to default it would put an end to the huge degree of unpredictability and uncertainty about the greek economy at the moment nobody knws if the banks ar safe if the governmnt will default etc the onsan choppig and chaning of curret austerity measres such as increases in varietes of coporate tax and changes in regulation alo contribute to the huge degree of uncertainty in te greek econom ncertainty brees risk and risk eeds ear a recipe that drives away foreign investors and makes it difficult for local businesses to start up were greece t defaul however such elements of uncertainty would be seriously diminshed and condiions would be ripe for inestmt from abrod and locally greek would be able to start afresh 1 pettifo ann greece the upside of efault 23 may 2012 bbc news 2 lapavitsas costas eurzon crisis what if greece laves te single currency 14 may 2012 the guadan
test-politics-cpecfiepg-pro01a,the current austerity measures are not working the austerity measures put in place by the ecb imf and european commission have led to nothing but misery for the greek people they have failed to cut down the total debt gdp ratio and have also failed to increase the competitiveness of the greek economy this is because raising taxes and slashing the minimum wage has sent the economy deeper and deeper into recession unemployment is at a record high of 21 and there is a severe shortage of credit leading to severe difficulties in companies financing their day to day projects what s more the country itself is plunged into depression escalated inevitably by the local and international media the climate is one of despair and investment is at the bottom of anyone s priorities this further perpetuates the cycles of recession and prevents any of the austerity measures having their desired effect additionally the drastic fall in gdp every quarter means that cuts in government spending are also not having their desired effect on reducing the budget deficit gdp ratio worst of all the economic hardships have drawn many people to despair and the suicide rates in greece have dramatically risen over the last year and access to healthcare has drastically declined 1 in this manner the government is failing in fulfilling its most basic duties of safeguarding the lives and wellbeing of its citizens if the current measures are not working then a new approach is needed a default would alleviate much of the suffering caused by austerity 1 armitsead louise why greece should default and exit the euro 23 february 2012 the telegraph,th current austerity measures are not orkig the austerity easures put in place by the ec imf ad european commisson have led to nothing but misery for the greek people they have failed to cut down the total debt gd ratio and have also failed t increase the competitiveness of the greek economy his is beause raising taxes and slashing the minimum wage has sent the economy eepr nd deeper into recession unemploymet is at a record high of 21 and there is a severe shortage of credit leading to severe difficulties n companies financing their day to day projects what s mre the country itself is plunged into depression escalated inevitably by the local and international media he climate is one of despair and investment i at the bottom f ayone s priorities this furthr perpetuats the cycles of recession and prevents ay of the austerity measures hain their desired effect additioall the drastic fall in gdp eery quarter means that cuts in goverment spendig are also not having their desire effect on reducing the budget deici gdp ratio worst of all the economic hardshps have drawn many people to despair and the uicide rae i greece ave dramatically ren over the last year and access to healthare has drasticaly eclined 1 in this manner the government is iling in fulfilling its most basi duties of afegudig the livs and wellbeing of its citizens if the urrent meaures are not orking th a new approach is needed a default woud alleviate much of the suffering caused by austerity 1 armitsead louis why geece should deault and exit the euro 23 febuary 201 the telegraph
test-politics-cpecfiepg-pro03a,a greek default would increase stability for the rest of the eurozone a greek exit from the eurozone does not mean the end of the euro it will instead mark a new beginning germany has a long and proud tradition of currency strength but it could not cope with going back to the deutschmark because it would rocket in value and destroy the country s competitiveness some 97 of the eurozone s population will continue to use the single currency and their leaders will circle the policy wagons to protect what is left a greek default and departure from the eurozone would decrease uncertainty and fear within the rest of the eurozone this in turn is likely to attract higher levels of investment and transactions across eurozone members 1 parsons nick eurozone crisis what if greece leaves the single currency 14 may 2012 the guardian,a grek default wud increase stabilty for the rest f the eurozone a greek eit fro the eurozone does not mean the end of te euro it will instead mark a ne beginning gemany as a long and proud tradition of currency stregth but it could not cope with going back to the deutchark becaus it would rocke in value and destro the country s competitiveness some 97 of the erozne s populaton il continue to use the singe curency and their leaders ill circe the poic wagos to protect what is lft a greek default and departr from he eurzone would decrease uncertainty and fear within the rest of the erozone this in urn is likey to attract hghr levels of investment and transactions across eurozon members 1 parons nick erozone criis what if greece leaves the ingle currency 14 may 2012 the guardian
test-politics-cpecfiepg-con02a,defaulting would not solve greece s problems the proposition argue that the hardship endured by the default would only be temporary but an analysis at the particular situation facing greece indicates the opposite greece s problems arose from a horrifically inefficient public sector embedded within a mentality of corruption and tax evasion even if we assume that defaulting would eventually boost greek exports and help the economy recover this would not solve the underlying problems that caused the crisis in the first place by leaving the eurozone and defaulting greece would lose easy access to borrowing meaning that taxpayers would soon have to face the reality that they would have to pay for the inefficiencies within the public sector and support all the other structures that need reform 1 greece must therefore address these underlying issues or face the exact same problems in the future given that solving these problems necessarily involve austerity measures and job cuts it makes most sense for greece to undergo these changes now as it is with the current austerity measures under the framework of imf ecb and european commission funding and supervision 1 barrell ray eurozone crisis what if greece leaves the single currency 14 may 2012 the guardian,dfaulting would not solve greece s problems the proposition argu tat the ardship endured by the default would only be temporary but an analysis at the particular situation facing greece indicates he opposite greece s poblems arose from a orrificall inefficient public sector emedded within a mentality of corruption and tax evasion even if we assume that defaulting woud eventually oost greek exports and help the economy recover this wold no solve he underlyig problems that caused the crisis in the first place b leaving the eurzne and defaultn greece would lose easy access to borrwing meaning that taxpyers would soon have to face the reality tha they would have to pay for the inefficienies wihi the pblic secto and upport all the other stucures that ned reform 1 greece must therefore adress these underlying issues o face te exact ame problems in te futre given that solving tese problems necesarily involve austerity meaures n ob cuts t maks most sense for greece to unergo these changes now as it is with the current austeit measures uner the framework of imf ecb and european commission funding an supervision 1 barrell ray eurozone crisis what i grece leavs the singl currency 14 may 212 the guardian
test-politics-cpecfiepg-con04a,leaving the eurozone would be detrimental for greece in the long run even if the proposition are correct in claiming defaulting and leaving the eurozone would stimulate growth in the greek economy such benefits are transitory whereas the benefits of remaining in the eurozone are permanent 1 having the euro provides stability for the greek economy investors know that the currency will not collapse making their invested capital worthless the gravity of the outcomes of a greek default cannot be known for sure however some economists have even suggested that hyperinflation could occur leading to disastrous consequences for greece 2 moreover in the long term a single currency makes investment and transactions with other eurozone members much more efficient and profitable this is particularly important given that the vast majority of greek trade is carried out with other european members in light of these benefits a short term cost that comes with the austerity measures enforced under the status quo would be worthwhile in the long term 1 barrell ray eurozone crisis what if greece leaves the single currency 14 may 2012 the guardian 2 ruparel raoul and persson mats better off out the short term options for greece inside and outside of the euro june 2012 open europe 2012,leaving the eurozone would b detrimental for greece in the ong run even if the propoition are correc in claiming deaultn ad leaing the eurzone would stimulate growth in the greek econom such benefits are rasitory whereas the benefits of remaining in the eurzon ar permanent 1 having the euro prvides stability for the reek econoy ivestors kno that the currency will ot collapse maing thier invesed capital worthless the gravity of the outcoms of a greek defalt cannot be known for sur owever some conomists have even suggested that hyperinflatin could occur leading to disastrous consequences for greece 2 more over in the lng term a single currency makes investment and transactions with other eurozone members much or efficient and profitable this is articularly mportnt given that the vast majority of greek trade is carried out with other europen members in ligh of these benefits a short term cost that comes with the auserity measures enfoced under the satus quo wold be worthwhile in the long term 1 barrell ray eurozone crisis what if greece eaves th snge currency 14 may 2012 the guadian 2 ruparl raoul and persson mats better off out the sort term options for greece inside nd outside of the euro june 2012 open europe 2012
test-politics-cpecfiepg-con03a,a greek default would have a negative domino effect on other eurozone countries a greek default will leave tremendous shockwaves across the eurozone investors will instantly become wary of default in portugal spain italy or ireland particularly given the sudden nature of the greek default consequently huge volumes of capital will flow out of these countries and into other more secure ones like germany and the netherlands 1 this will in turn heighten speculation about the danger of default of other eurozone nations speculation of default is particularly dangerous because it drives demand for government bonds down this leads to the interest payments on government bonds rising which in turn raises the interest rates governments need to pay on their outstanding debt the new higher payments governments must make on their debt increases their budget deficit gdp ratio thus making it more likely that the country will actually default we thus see how increased fears about the future of italy portugal spain and ireland that will arise from a greek default will cause big problems and will put even more strain on the ecb and primarily germany in providing financial support 1 kapoor sony viewpoints what if greece exits euro bbc news 13 july 2012,a greek default would have a negatie omino effect on other eurozne coutries a gree defalt will leave remendous shockwaves across e eurozone investors will instantly become wary of default in portugal spain italy or ireland partiularly given the sudden nature of the grek default consequently huge volumes of capital wil flow out of these couties and ino oter more secur ones like germany and the netherlands 1 this will in turn heighten speculaton about the danger of deault of other eurozoe ntions speculatio of default s paricularly dangerous because it drives demand for government bonds down this leads to the interest aymets on government bonds risig which in turn rises the nterest rates governments need to pay on their outsanding debt he new igher payment governments must make on their debt icreases their budget eficit gdp ratio tus making it mor likely at the country will acually default we thus see how increased fears about the future of taly ortugal spain and ireland tha will arise from a grek deaul will cause big prolems and will ut even more strain on the ecb nd primaril germany in providing financial suppor 1 kapoor sony viewpoints what if greece exits er bbc nws 13 july 2012
